
### SHIELD_REGEN_FRACTION 0.035 · tier 2 · 100 episodes

| knife-fights | pursuit | 1 | 46.4% | 10.66/s | 0.61/s | 5.8% |  0.61/s |  4.06/s |  0.00/s |  4.67/s | 1.0% | 0.0% | 0.0% | 0.37 |
| runs | pursuit | 4 | 30.8% | 9.44/s | 2.07/s | 21.9% |  8.28/s |  0.00/s |  0.00/s |  8.28/s | 25.0% | 1.0% | 1.0% | 0.00 |

### SHIELD_REGEN_FRACTION 0.021 · tier 2 · 100 episodes

| knife-fights | pursuit | 1 | 46.4% | 10.66/s | 0.61/s | 5.8% |  0.61/s |  4.06/s |  0.00/s |  4.67/s | 2.0% | 0.0% | 0.0% | 0.37 |
| knife-fights | pursuit | 2 | 62.9% | 12.12/s | 2.77/s | 22.9% |  5.53/s |  7.29/s |  0.10/s | 12.93/s | 67.0% | 18.0% | 3.0% | 0.04 |
| knife-fights | pursuit | 3 | 64.0% | 10.17/s | 2.45/s | 24.1% |  7.24/s | 10.83/s |  0.41/s | 18.47/s | 87.0% | 39.0% | 19.0% | 0.12 |
| knife-fights | pursuit | 4 | 63.8% | 9.42/s | 2.36/s | 25.0% |  9.40/s | 11.14/s |  0.51/s | 21.05/s | 98.0% | 46.0% | 32.0% | 0.04 |
| runs | pursuit | 1 | 30.4% | 10.75/s | 2.71/s | 25.2% |  2.71/s |  0.00/s |  0.00/s |  2.71/s | 4.0% | 0.0% | 0.0% | 0.00 |
| runs | pursuit | 2 | 28.8% | 12.23/s | 2.67/s | 21.8% |  5.33/s |  0.00/s |  0.00/s |  5.33/s | 8.0% | 0.0% | 0.0% | 0.00 |
| runs | pursuit | 3 | 31.5% | 10.23/s | 2.47/s | 24.1% |  7.41/s |  0.00/s |  0.00/s |  7.41/s | 30.0% | 1.0% | 1.0% | 0.00 |
| runs | pursuit | 4 | 30.7% | 9.44/s | 2.07/s | 21.9% |  8.27/s |  0.00/s |  0.00/s |  8.27/s | 31.0% | 2.0% | 2.0% | 0.00 |

### SHIELD_REGEN_FRACTION 0.014 · tier 2 · 100 episodes

| knife-fights | pursuit | 1 | 46.4% | 10.66/s | 0.61/s | 5.8% |  0.61/s |  4.06/s |  0.00/s |  4.67/s | 2.0% | 0.0% | 0.0% | 0.37 |
| knife-fights | pursuit | 2 | 62.9% | 12.13/s | 2.77/s | 22.8% |  5.53/s |  7.33/s |  0.10/s | 12.96/s | 78.0% | 24.0% | 4.0% | 0.04 |
| knife-fights | pursuit | 3 | 63.9% | 10.16/s | 2.47/s | 24.3% |  7.29/s | 11.09/s |  0.42/s | 18.79/s | 96.0% | 44.0% | 29.0% | 0.12 |
| knife-fights | pursuit | 4 | 63.6% | 9.40/s | 2.37/s | 25.2% |  9.45/s | 11.24/s |  0.53/s | 21.22/s | 98.0% | 50.0% | 39.0% | 0.04 |
| runs | pursuit | 1 | 30.4% | 10.75/s | 2.71/s | 25.2% |  2.71/s |  0.00/s |  0.00/s |  2.71/s | 6.0% | 0.0% | 0.0% | 0.00 |
| runs | pursuit | 2 | 28.8% | 12.23/s | 2.67/s | 21.8% |  5.33/s |  0.00/s |  0.00/s |  5.33/s | 17.0% | 1.0% | 0.0% | 0.00 |
| runs | pursuit | 3 | 31.4% | 10.23/s | 2.46/s | 24.1% |  7.39/s |  0.00/s |  0.00/s |  7.39/s | 34.0% | 2.0% | 1.0% | 0.00 |
| runs | pursuit | 4 | 30.7% | 9.43/s | 2.06/s | 21.9% |  8.26/s |  0.00/s |  0.00/s |  8.26/s | 39.0% | 3.0% | 2.0% | 0.00 |

### SHIELD_REGEN_FRACTION 0.010 · tier 2 · 100 episodes

| knife-fights | pursuit | 1 | 46.4% | 10.66/s | 0.61/s | 5.8% |  0.61/s |  4.06/s |  0.00/s |  4.67/s | 6.0% | 0.0% | 0.0% | 0.37 |
| knife-fights | pursuit | 2 | 62.8% | 12.13/s | 2.77/s | 22.8% |  5.51/s |  7.35/s |  0.10/s | 12.97/s | 84.0% | 29.0% | 6.0% | 0.04 |
| knife-fights | pursuit | 3 | 63.6% | 10.14/s | 2.48/s | 24.4% |  7.31/s | 11.34/s |  0.43/s | 19.08/s | 98.0% | 45.0% | 36.0% | 0.10 |
| knife-fights | pursuit | 4 | 63.5% | 9.40/s | 2.37/s | 25.2% |  9.46/s | 11.22/s |  0.54/s | 21.22/s | 98.0% | 52.0% | 43.0% | 0.04 |
| runs | pursuit | 1 | 30.4% | 10.75/s | 2.71/s | 25.2% |  2.71/s |  0.00/s |  0.00/s |  2.71/s | 7.0% | 0.0% | 0.0% | 0.00 |
| runs | pursuit | 2 | 28.8% | 12.23/s | 2.67/s | 21.8% |  5.33/s |  0.00/s |  0.00/s |  5.33/s | 21.0% | 1.0% | 0.0% | 0.00 |
| runs | pursuit | 3 | 31.4% | 10.23/s | 2.46/s | 24.1% |  7.38/s |  0.00/s |  0.00/s |  7.38/s | 36.0% | 4.0% | 1.0% | 0.00 |
| runs | pursuit | 4 | 30.7% | 9.43/s | 2.06/s | 21.9% |  8.25/s |  0.00/s |  0.00/s |  8.25/s | 44.0% | 6.0% | 3.0% | 0.00 |

### SHIELD_REGEN_FRACTION 0.007 · tier 2 · 100 episodes

| knife-fights | pursuit | 1 | 46.4% | 10.66/s | 0.61/s | 5.8% |  0.61/s |  4.06/s |  0.00/s |  4.67/s | 10.0% | 0.0% | 0.0% | 0.37 |
| knife-fights | pursuit | 2 | 62.8% | 12.15/s | 2.79/s | 23.0% |  5.57/s |  7.47/s |  0.11/s | 13.15/s | 85.0% | 29.0% | 14.0% | 0.04 |
| knife-fights | pursuit | 3 | 63.6% | 10.15/s | 2.48/s | 24.5% |  7.32/s | 11.23/s |  0.43/s | 18.98/s | 99.0% | 48.0% | 38.0% | 0.10 |
| knife-fights | pursuit | 4 | 63.2% | 9.37/s | 2.36/s | 25.2% |  9.43/s | 11.50/s |  0.55/s | 21.49/s | 98.0% | 59.0% | 50.0% | 0.04 |
| runs | pursuit | 1 | 30.4% | 10.75/s | 2.71/s | 25.2% |  2.71/s |  0.00/s |  0.00/s |  2.71/s | 8.0% | 1.0% | 0.0% | 0.00 |
| runs | pursuit | 2 | 28.8% | 12.23/s | 2.67/s | 21.8% |  5.33/s |  0.00/s |  0.00/s |  5.33/s | 23.0% | 1.0% | 1.0% | 0.00 |
| runs | pursuit | 3 | 31.4% | 10.22/s | 2.46/s | 24.1% |  7.39/s |  0.00/s |  0.00/s |  7.39/s | 38.0% | 5.0% | 2.0% | 0.00 |
| runs | pursuit | 4 | 30.7% | 9.42/s | 2.06/s | 21.9% |  8.24/s |  0.00/s |  0.00/s |  8.24/s | 48.0% | 8.0% | 4.0% | 0.00 |
